TextId,Translated,Original
ending0413_m line Text12,Those things can keep a fire burning for a long time.,而这些，都能支持那把火，燃得很久，
ending0413_m line Text13,"A long, long time.",很久。
ending0413_m line Text0000,,
ending0414_f title,Finding a Path ,翀霄寻道
ending0414_f line Text01,"Looking at everyone smiling before her, shadow remains upon her face, hidden by that mask.",望着眼前欢笑的众人，隐在面具后的颜面，是拨不开的阴霾。
ending0414_f line Text02,"She knew, the difference is but hidden for now, the time to choose will come.",她知道，分歧只是隐而未发，抉择之时终将到来。
ending0414_f line Text03,"So once everyone had fell asleep in the depth of the night,",于是在众人入睡，夜黑风高之时，
ending0414_f line Text04,She casted aside that mask and left Xia Pavilion.,她卸下面具，走出侠隐阁，
ending0414_f line Text05,"Her alone with nought but ther sword, seeking her path.",一人独步，持着剑，准备寻出属于自己的路。
ending0414_f line Text06,,
ending0414_f line Text07,"Several month later, some said,",数月后，江湖之人有云，
ending0414_f line Text08,"There's a masked female xia in black kills with determination, and feared by murderous marauders.",有一覆面黑服女侠，杀伐果断，所及之处凶匪无不心惊胆跳。
ending0414_f line Text09,"Others said,",亦有云，
ending0414_f line Text10,There's a bueatiful female xia in white influences nearby bandits with kindness.,有一秀丽白衣女侠，仁和亲善，方圆数里贼寇皆俱受其感召。
ending0414_f line Text11,"What's right? What's wrong? She believe she can find the answer one day,",何为是？何为非？她相信终有一天，能寻得答案，
ending0414_f line Text12,a regretless answer.,一个问心无愧的答案。
ending0414_f line Text13,"Before that, she must walks forth.",在这之前，惟向前尔。
ending0414_f line Text14,,
ending0414_f line Text15,"Hearing about these news, you smile,",听着消息，你微笑着，
ending0414_f line Text16,"even though you don't know where she'll end up, you begin to look forward to,",虽不知她欲步向何方，但你已能预见，
ending0414_f line Text17,"to the day you will meet again, that you can still call her:",未来的某一天，她会回到侠隐阁，而你则会在山道上相迎，笑言：
ending0414_f line Text18,"「Welcome back, master.」",「欢迎归阁，师父。」
ending0414_m title,Finding a Path ,翀霄寻道
ending0414_m line Text01,"Looking at everyone smiling before her, shadow remains upon her face, hidden by that mask.",望着眼前欢笑的众人，隐在面具后的颜面，是拨不开的阴霾。
ending0414_m line Text02,"She knew, the difference is but hidden for now, the time to choose will come.",她知道，分歧只是隐而未发，抉择之时终将到来。
ending0414_m line Text03,"So once everyone had fell asleep in the depth of the night,",于是在众人入睡，夜黑风高之时，
ending0414_m line Text04,She casted aside that mask and left Xia Pavilion.,她卸下面具，走出侠隐阁，
ending0414_m line Text05,"Her alone with nought but ther sword, seeking her path.",一人独步，持着剑，准备寻出属于自己的路。
ending0414_m line Text06,,
ending0414_m line Text07,"Several month later, some said,",数月后，江湖之人有云，
ending0414_m line Text08,"There's a masked female xia in black kills with determination, and feared by murderous marauders.",有一覆面黑服女侠，杀伐果断，所及之处凶匪无不心惊胆跳。
ending0414_m line Text09,"Others said,",亦有云，
ending0414_m line Text10,There's a bueatiful female xia in white influences nearby bandits with kindness.,有一秀丽白衣女侠，仁和亲善，方圆数里贼寇皆俱受其感召。
ending0414_m line Text11,"What's right? What's wrong? She believe she can find the answer one day,",何为是？何为非？她相信终有一天，能寻得答案，
ending0414_m line Text12,a regretless answer.,一个问心无愧的答案。
ending0414_m line Text13,"Before that, she must walks forth.",在这之前，惟向前尔。
ending0414_m line Text14,,
ending0414_m line Text15,"Hearing about these news, you smile,",听着消息，你微笑着，
ending0414_m line Text16,"even though you don't know where she'll end up, you begin to look forward to,",虽不知她欲步向何方，但你已能预见，
ending0414_m line Text17,"to the day you will meet again, that you can still call her:",未来的某一天，她会回到侠隐阁，而你则会在山道上相迎，笑言：
ending0414_m line Text18,"「Welcome back, master.」",「欢迎归阁，师父。」
ending0417_f title,"New Breeze, Into Rain",化雨新风
ending0417_f line Text01,"The one he owes his life too, is also the greatest enemy of his whole life. ",今生的恩人，却是毕生的仇人，
ending0417_f line Text02,"When the lie is finally revealed, he begin to doubt.",当机关算尽的谎言揭露，他因而心生怀疑，
ending0417_f line Text03,Can people truly have pure trust between them?,在人与人之间，那最纯粹的信任，是否真的存在？
ending0417_f line Text04,"But he understood after hearing your calls, meeting you again,",但就在听见你的叫唤、与你劫后重逢之后，他明白了，
ending0417_f line Text05,all that doubt was pointless.,这一切的担忧，都是多余的。
ending0417_f line Text06,,
ending0417_f line Text07,"Though he has martial skills, he wanted to fight no more, he rather return to that tomb in Mount Zhongnan,",虽拥有武艺，却不愿再与人相争，他情愿回到那终南山之墓，
ending0417_f line Text08,"To build a warm home for those without a home,",为无家可归之人，打造一处心感温煦的住所。
ending0417_f line Text09,"Even at the forfront of conflicts in Jianghu, one must never forget,",纵使身处江湖波澜的浪涛之前，却也不能遗忘，
ending0417_f line Text10,never forget how people must cross their differences to reach mutual trust.,人们是如何跨越藩篱、相惜相知，最终才能彼此信任。
ending0417_f line Text11,That's the greatest lesson he learned in his three years in the Xia Pavillion.,这便是他在侠隐阁这三年历练后的，最深的体悟……
ending0417_f line Text12,,
ending0417_f line Text13,"Within the mechanic room, he taught his mechanical skill to a few willing children,",机关室内，他将机关术授予几名愿意学习的孩子，
ending0417_f line Text14,His gaze skimmed across that mechanical parasol you had gaven him.,而他偶然一瞥，看见那把端放在角落的，你送给他的机关伞。
ending0417_f line Text15,"Though that parasol was but a half done work you've made under Uncle Qiu's instruction,",那把伞，虽是你在丘叔的指导下，胡拼乱凑的半成品，
ending0417_f line Text16,it is also the greatest treasure in his life.,却也成了他这一生，最为珍视的宝物。
ending0417_f line Text17,"「Chief Cheng, when are you gonna tell us the story about that parasol?」Hearing this question, he gently smiles......",「程寨主，你何时才要说说那把伞的故事？」他闻言，只是淡然一笑……
ending0417_f line Text18,「It's just a story about how a hard mechanical parasol can still shelter us from the wind and rain 」,「机关伞虽冷硬，仍能为人遮风挡雨。只是这样一个故事。」
ending0417_f line Text19,Though only the scorpian relaxingly eating on his shoulder can truly understand the meaning of his words.,但，能明白他在说什么的，恐怕只有在他肩上悠然吃着饲料的小蝎了。
ending0417_m title,"New Breeze, Into Rain",化雨新风
ending0417_m line Text01,"The one he owes his life too, is also the greatest enemy of his whole life. ",今生的恩人，却是毕生的仇人，
ending0417_m line Text02,"When the lie is finally revealed, he begin to doubt.",当机关算尽的谎言揭露，他因而心生怀疑，
ending0417_m line Text03,Can people truly have pure trust between them?,在人与人之间，那最纯粹的信任，是否真的存在？
ending0417_m line Text04,"But he understood after hearing your calls, meeting you again,",但就在听见你的叫唤、与你劫后重逢之后，他明白了，
ending0417_m line Text05,all that doubt was pointless.,这一切的担忧，都是多余的。
ending0417_m line Text06,,
ending0417_m line Text07,"Though he has martial skills, he wanted to fight no more, he rather return to that tomb in Mount Zhongnan,",虽拥有武艺，却不愿再与人相争，他情愿回到那终南山之墓，
ending0417_m line Text08,"To build a warm home for those without a home,",为无家可归之人，打造一处心感温煦的住所。
